HEADER DO ARQUIVO;;;;;;;;;;
42.3P;240;240;1;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
;;;;;;;;;;
REGISTRO DETALHE SEGMENTO Q;;;;;;;;;;
SEQ;Posição;;Nº;Nº;Form;Campo / Descrição / Conteúdo;;;;
;De;Até;Dig;Dec;;;;;;
01.3Q;1;3;3;- ;Num;Controle;;;;Código do Banco na Compensação: '756'
02.3Q;4;7;4;-;Num;;;;;"Lote de Serviço: Número seqüencial para identificar univocamente um lote de serviço. Criado e controlado pelo responsável pela geração magnética dos dados contidos no arquivo.
Preencher com '0001' para o primeiro lote do arquivo. Para os demais: número do lote anterior acrescido de 1. O número não poderá ser repetido dentro do arquivo."
03.3Q;8;8;1;-;Num;;;;;Tipo de Registro: '3'
04.3Q;9;13;5;-;Num;Serviço;;;;"Nº Sequencial do Registro no Lote: Número adotado para identificar a sequência de registros encaminhados no lote. Preencher com '00001' para o primeiro segmento P do lote do arquivo. Para os demais: número do segmento anterior acrescido de 1.
Ex: Se segmento anterior P = '00001'. Então, segmento Q = '00002' e assim consecutivamente."
05.3Q;14;14;1;-;Alfa;;;;;Cód. Segmento do Registro Detalhe: 'Q'
06.3Q;15;15;1;-;Alfa;;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
07.3Q;16;17;2;-;Num;;;;;"Código de Movimento Remessa:

'01' = Entrada de Títulos
'02' = Solicitação de Baixa
'06' = Prorrogação de Vencimento
'09' = Protestar
'10' = Desistência do Protesto e Baixar Título
'11' = Desistência do Protesto e manter em carteira
'31' = Alterações de outros dados"
08.3Q;18;18;1;-;Num;Dados do Pagador;;;;"Tipo de Inscrição Pagador:
'1'  =  CPF
'2'  =  CGC / CNPJ"
09.3Q;19;33;15;-;Num;;;;;Número de Inscrição
10.3Q;34;73;40;-;Alfa;;;;;Nome
11.3Q;74;113;40;-;Alfa;;;;;Endereço
12.3Q;114;128;15;-;Alfa;;;;;Bairro
13.3Q;129;133;5;-;Num;;;;;CEP
14.3Q;134;136;3;-;Num;;;;;Sufixo do CEP
15.3Q;137;151;15;-;Alfa;;;;;Cidade
16.3Q;152;153;2;-;Alfa;;;;;UF  - Unidade da Federação
17.3Q;154;154;1;-;Num;Sac. / Aval.;;;;"Tipo de Inscrição Sacador Avalista:
'1'  =  CPF
'2'  =  CGC / CNPJ"
18.3Q;155;169;15;-;Num;;;;;Número de Inscrição
19.3Q;170;209;40;-;Alfa;Nome do Sacador/Avalista;;;;Nome do Sacador/Avalista
20.3Q;210;212;3;-;Num;Cód. Bco. Corresp. na Compensação;;;;"Cód. Bco. Corresp. na Compensação:
Caso o Beneficiário não tenha contratado a opção de Banco Correspondente com o Sicoob, preencher com '000';
Caso o Beneficiário tenha contratado a opção de Banco Correspondente com o Sicoob e a emissão seja a cargo do Sicoob (SEQ 17.3.P do Segmento P do Detalhe), preencher com '001' (Banco do Brasil) ou '237' (Banco Bradesco)."
21.3Q;213;232;20;-;Alfa;Nosso Nº no Banco Correspondente;;;;"O campo NN deve ser preenchido com '000', somente nos casos em que o campo anterior tenha indicado o uso do Banco Correspondente.
Obs.: O preenchimento deste campo será alinha à esquerda a partir da posição 213 indo até 219."
22.3Q;233;240;8;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB
;;;;;;;;;;
REGISTRO DETALHE SEGMENTO R;;;;;;;;;;
SEQ;Posição;;Nº;Nº;Form;Campo / Descrição / Conteúdo;;;;
;De;Até;Dig;Dec;;;;;;
01.3R;1;3;3;- ;Num;Controle;Banco;;;Código do Banco na Compensação: '756'
02.3R;4;7;4;-;Num;;Lote;;;"Lote de Serviço: Número seqüencial para identificar univocamente um lote de serviço. Criado e controlado pelo responsável pela geração magnética dos dados contidos no arquivo.
Preencher com '0001' para o primeiro lote do arquivo. Para os demais: número do lote anterior acrescido de 1. O número não poderá ser repetido dentro do arquivo."
03.3R;8;8;1;-;Num;;Registro;;;Tipo de Registro: '3'
04.3R;9;13;5;-;Num;Serviço;Nº do Registro;;;"Nº Sequencial do Registro no Lote: Número adotado para identificar a sequência de registros encaminhados no lote. Preencher com '00001' para o primeiro segmento P do lote do arquivo. Para os demais: número do segmento anterior acrescido de 1.
Ex: Se segmentos anteriores P = '00001' e Q = '00002'. Então segmento R = '00003' e assim consecutivamente."
05.3R;14;14;1;-;Alfa;;Segmento;;;Cód. Segmento do Registro Detalhe: 'R'
06.3R;15;15;1;-;Alfa;;CNAB;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
07.3R;16;17;2;-;Num;;Cód. Mov.;;;"Código de Movimento Remessa:

'01' = Entrada de Títulos
'02' = Solicitação de Baixa
'06' = Prorrogação de Vencimento
'09' = Protestar
'10' = Desistência do Protesto e Baixar Título
'11' = Desistência do Protesto e manter em carteira
'31' = Alterações de outros dados"
08.3R;18;18;1;-;Num;Desc2;Cód. Desc. 2;;;"Código do Desconto 2
'0'  =  Não Conceder desconto
'1'  =  Valor Fixo Até a Data Informada
'2'  =  Percentual Até a Data Informada"
09.3R;19;26;8;-;Num;;Data Desc. 2;;;Data do Desconto 2
10.3R;27;41;13;2;Num;;Desconto 2;;;Valor/Percentual a ser Concedido
11.3R;42;42;1;-;Num;Desc3;Cód. Desc. 3;;;"Código do Desconto 3
'0'  =  Não Conceder desconto
'1'  =  Valor Fixo Até a Data Informada
'2'  =  Percentual Até a Data Informada"
12.3R;43;50;8;-;Num;;Data Desc. 3;;;Data do Desconto 3: '00000000'
13.3R;51;65;13;2;Num;;Desconto 3;;;Valor/Percentual a ser Concedido: '000000000000000'
14.3R;66;66;1;-;Alfa;Multa;Cód. Multa;;;"Código da Multa:
'0'  =  Isento
'1'  =  Valor Fixo
'2'  =  Percentual"
15.3R;67;74;8;-;Num;;Data da Multa;;;Data da Multa: preencher com a Data de Vencimento do Título formato DDMMAAAA
16.3R;75;89;13;2;Num;;Multa;;;"Valor/Percentual a Ser Aplicado
Ex: 0000000000220 = 2,20%; Ex: 0000000001040 = 10,40%"
17.3R;90;99;10;-;Alfa;Informação ao Pagador;;;;Informação ao Pagador: Preencher com espaços em branco
18.3R;100;139;40;-;Alfa;Informação 3;;;;"Mensagem 3: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As Mensagens 3 e 4 prevalecem sobre as mensagens 1 e 2."
19.3R;140;179;40;-;Alfa;Informação 4;;;;"Mensagem 4: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As Mensagens 3 e 4 prevalecem sobre as mensagens 1 e 2."
20.3R;180;199;20;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
21.3R;200;207;8;-;Num;Cod. Ocor. Pagador;;;;Cód. Ocor. do Pagador: '00000000'
22.3R;208;210;3;-;Num;Dados para Débito;Banco;;;Cód. do Banco na Conta do Débito: '000'
23.3R;211;215;5;-;Num;;Agência;;;Código da Agência do Débito: '00000'
24.3R.;216;216;1;-;Alfa;;;;;Dígito Verificador da Agência: Preencher com espaços em branco
25.3R;217;228;12;-;Num;;Conta Corrente ;;;Conta Corrente para Débito: '000000000000'
26.3R;229;229;1;-;Alfa;;;;;Dígito Verificador da Conta: Preencher com espaços em branco
27.3R;230;230;1;-;Alfa;;DV;;;Dígito Verificador Ag/Conta: Preencher com espaços em branco
28.3R;231;231;1;-;Num;Ident. da Emissão do Aviso Déb.;;;;Aviso para Débito Automático: '0'
29.3R;232;240;9;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
;;;;;;;;;;
REGISTRO DETALHE SEGMENTO S;;;;;;;;;;
SEQ;Posição;;Nº;Nº;Form;Campo / Descrição / Conteúdo;;;;
;De;Até;Dig;Dec;;;;;;
01.3S;1;3;3;- ;Num;Controle;Banco;;;Código do Banco na Compensação: '756'
02.3S;4;7;4;-;Num;;Lote;;;"Lote de Serviço: Número seqüencial para identificar univocamente um lote de serviço. Criado e controlado pelo responsável pela geração magnética dos dados contidos no arquivo.
Preencher com '0001' para o primeiro lote do arquivo. Para os demais: número do lote anterior acrescido de 1. O número não poderá ser repetido dentro do arquivo."
03.3S;8;8;1;-;Num;;Registro;;;Tipo de Registro: '3'
04.3S;9;13;5;-;Num;Serviço;Nº do Registro;;;"Nº Sequencial do Registro no Lote:  Número adotado para identificar a sequência de registros encaminhados no lote. Preencher com '00001' para o primeiro segmento P do lote do arquivo. Para os demais: número do segmento anterior acrescido de 1.
Ex: Se segmentos anteriores P = '00001', Q = '00002', R = '00003'. Então segmento S = '00004' e assim consecutivamente."
05.3S;14;14;1;-;Alfa;;Segmento;;;Cód. Segmento do Registro Detalhe: 'S'
06.3S;15;15;1;-;Alfa;;CNAB;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
07.3S;16;17;2;-;Num;;Cód. Mov.;;;"Código de Movimento Remessa:

'01' = Entrada de Títulos
'02' = Solicitação de Baixa
'06' = Prorrogação de Vencimento
'09' = Instrução para Protestar
'10' = Desistência do Protesto e Baixar Título
'11' = Desistência do Protesto e manter em carteira
'31' = Alterações de outros dados"
Para Tipo de Impressão 1 ou 2:;;;;;;;;;;
08.3S;18;18;1;-;Num;Tipo de Impressão;;;;"Identificação da Impressão:
'1'  =  Frente do Bloqueto
'2'  =  Verso do Bloqueto
Os tipos de impressão 1 e 2 não são utilizadas."
09.3S;19;20;2;-;Num;Nº da Linha;;;;Número da Linha a ser Impressa
10.3S;21;160;140;-;Alfa;Mensagem;;;;"Mensagem a ser impressa:
Os tipos de impressão 1 e 2 não são utilizadas. Preencher com espaços em branco"
11.3S;161;162;2;-;Num;Tipo de Fonte;;;;Tipo de caracter a ser impresso
12.3S;163;240;78;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB
Para Tipo de Impressão 3:;;;;;;;;;;
08.3S;18;18;1;-;Num;Tipo de Impressão;;;;"Identificação da Impressão:
'3'  =  Corpo de Instruções da Ficha de Compensação do Boleto"
09.3S;19;58;40;-;Alfa;Informação 5;;;;"Mensagem 5: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As mensagens 5 à 9 prevalecem sobre as anteriores."
10.3S;59;98;40;-;Alfa;Informação 6;;;;"Mensagem 6: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As mensagens 5 à 9 prevalecem sobre as anteriores."
11.3S;99;138;40;-;Alfa;Informação 7;;;;"Mensagem 7: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As mensagens 5 à 9 prevalecem sobre as anteriores."
12.3S;139;178;40;-;Alfa;Informação 8;;;;"Mensagem 8: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As mensagens 5 à 9 prevalecem sobre as anteriores."
13.3S;179;218;40;-;Alfa;Informação 9;;;;"Mensagem 9: Texto de observações destinado ao envio de mensagens livres, a serem impressas no campo de instruções da ficha de compensação do bloqueto.
As mensagens 5 à 9 prevalecem sobre as anteriores."
14.3S;219;240;22;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
;;;;;;;;;;
REGISTRO TRAILLER DO LOTE;;;;;;;;;;
SEQ;Posição;;Nº;Nº;Form;Campo / Descrição / Conteúdo;;;;
;De;Até;Dig;Dec;;;;;;
01.5;1;3;3;-;Num;Controle;Banco;;;Código do Banco na Compensação: '756'
02.5;4;7;4;-;Num;;Lote;;;"Lote de Serviço: Número seqüencial para identificar univocamente um lote de serviço. Criado e controlado pelo responsável pela geração magnética dos dados contidos no arquivo.
Preencher com '0001' para o primeiro lote do arquivo. Para os demais: número do lote anterior acrescido de 1. O número não poderá ser repetido dentro do arquivo."
03.5;8;8;1;-;Num;;Registro;;;Tipo de Registro: '5'
04.5;9;17;9;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
05.5;18;23;6;-;Num;Qtde de Registros;;;;Quantidade de Registros no Lote
06.5;24;29;6;-;Num;Totalização da Cobrança Simples;;;;Quantidade de Títulos em Cobrança
07.5;30;46;15;2;Num;;;;;Valor Total dosTítulos em Carteiras
08.5;47;52;6;-;Num;Totalização da Cobrança Vinculada;;;;Quantidade de Títulos em Cobrança
09.5;53;69;15;2;Num;;;;;Valor Total dosTítulos em Carteiras
10.5;70;75;6;-;Num;Totalização da Cobrança Caucionada;;;;Quantidade de Títulos em Cobrança
11.5;76;92;15;2;Num;;;;;Quantidade de Títulos em Carteiras
12.5;93;98;6;-;Nim;Totalização da Cobrança Descontada;;;;Quantidade de Títulos em Cobrança
13.5;99;115;15;2;Num;;;;;Valor Total dosTítulos em Carteiras
14.5;116;123;8;-;Alfa;N. do Aviso;;;;Número do Aviso de Lançamento: Preencher com espaços em branco
15.5;124;240;117;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
;;;;;;;;;;
REGISTRO TRAILLER DO ARQUIVO;;;;;;;;;;
SEQ;Posição;;Nº;Nº;Form;Campo / Descrição / Conteúdo;;;;
;De;Até;Dig;Dec;;;;;;
01.9;1;3;3;-;Num;Controle;;Banco;;Código do Banco na Compensação: '756'
02.9;4;7;4;-;Num;;;Lote;;Preencher com '9999'.
03.9;8;8;1;-;Num;;;Registro;;Tipo de Registro: '9'
04.9;9;17;9;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
05.9;18;23;6;-;Num;Totais;;Qtde. de Lotes;;Quantidade de Lotes do Arquivo
06.9;24;29;6;-;Num;;;Qtde. de Registros;;Quantidade de Registros do Arquivo
07.9;30;35;6;-;Num;;;Qtde. de Contas Concil.;;Qtde de Contas p/ Conc. (Lotes): '000000'
08.9;36;240;205;-;Alfa;CNAB;;;;Uso Exclusivo FEBRABAN/CNAB: Preencher com espaços em branco
